"tb3m","tb1y","tb2y","tb3y","tb5y","tb7y","tb10y","tb20y","tb30y","aaaboa","aaboa","aboa","bbbboa","aaadefault","aadefault","adefault","bbbdefault","sp500","sp500d","spmid","spmidd","spsmall","spsmalld","oil","gold","reitret","reitinc","ereit","ereitinc","mreitret","mreitinc","wage","aa1y","aa2y","aa3y","aa5y","aa7y","aa10y","aa20y","aa30y"
1,0.917836502426564,0.797759539318646,0.716283047794487,0.541817505791907,0.559998119044543,0.431200057828083,0.107835992274289,-0.026676456626991,-0.0729985280109141,-0.158016539248072,-0.0890853741116273,-0.232815689293971,0,-0.495159172949503,-0.525297892739357,-0.425117754974811,0.688012914365681,-0.688837081119693,0.626249761936223,0.364870209229731,0.480073556500687,0.218605198841652,0.100408923339132,-0.380661398290597,0.230729792015541,-0.148348782606337,0.149730821319122,0.106924439777868,0.16855470287693,0.0478655113491008,-0.0350503154159746,-0.563972062324399,-0.265915731315738,-0.381058444319307,-0.611915927810586,-0.653003237065058,-0.637368832806716,-0.337610726351379,-0.603362268816536
0,0.396958631110814,0.507366408735784,0.534083530608267,0.630338429271169,0.591379981432532,0.433218741945705,0.301769773097357,0.267788021349654,0.00727139388375501,-0.264659737456755,-0.137585241013242,-0.430213150053935,4.39469534144606e-16,-0.113951731510713,0.153690673446679,0.361288730743435,0.205289124345687,0.148692613999752,0.250189231206577,0.248030803569041,0.242193016924497,0.0176420363996214,-0.167745690296963,-0.532992169013124,0.120254486381314,-0.469765173751167,0.0570330050950374,-0.320868910197161,-0.0692971557075048,-0.708556782519796,0.519803858312407,-0.12116705332876,-0.302485365853812,-0.408829216475291,-0.279800425430995,-0.0730571195590683,-0.239435964141175,-0.162265718510588,-0.226798693429202
0,0,0.325820571346646,0.263877229182948,0.119967910974774,0.151680941100664,0.28615460318926,0.46278347348256,0.26833138311274,-0.1591967188629,-0.290049792109202,-0.0908438328074543,-0.243075184951668,-1.27959345862912e-15,0.254586304444464,0.161304224142989,-0.112424513821406,0.353864904456828,0.175481098357779,0.598985086573729,-0.235543110764875,0.70625245908213,0.523504529847653,-0.877958090619635,-0.0962664106617258,0.827414804450285,-0.241087489813153,0.801546163295376,-0.28537726061459,0.223624821252801,0.281128979479551,0.161181285886066,-0.146712487349415,-0.0506046476172725,-0.0893328185390447,-0.169167664121097,-0.35661049030405,-0.228305632917845,-0.159253656049987,-0.115523118711781
0,0,0,0.363403612659504,0.484864022318223,0.454653346760527,0.319654254867288,0.310559798538788,0.281744177336714,0.022583331927562,-0.189542900815084,-0.432152836106625,-0.521667609085302,7.92333777900546e-16,0.0591970340036383,0.170038401571094,0.11266375464934,0.0194408080145731,0.0303271527732652,0.113940009773227,0.0399870281433053,0.211294673212264,0.123720141306733,-0.111968119608426,-0.55019753613686,-0.0304749274402989,-0.0683432760147704,0.0152279417118729,0.0859108869899297,-0.154417777185803,0.158564220791078,-0.466519709874051,-0.261011792967307,-0.617028142077985,-0.444616036007399,-0.318888227677684,-0.341140686062504,-0.234810239481922,-0.405051054680497,-0.249020455907406
0,0,0,0,0.244175828449775,0.200026678452922,0.160028556578446,0.209076670406238,0.239248668485781,-0.713219265140623,-0.764144572560841,-0.749056936121156,-0.185993306311186,-3.15257891247039e-15,-0.486979402356428,-0.422047781123614,-0.433984548188564,0.074922185491133,-0.179918291348895,0.311045212598421,-0.47192450220395,-0.000601830805193175,-0.408034479359509,0.286961662684419,-0.239922357049063,0.316646818697528,-0.408753627492352,0.319049380565782,-0.582181742556199,0.606852441992105,0.195932607268675,-0.0330215988538248,-0.610176075325339,-0.377413149416088,-0.500864976255911,-0.593609903285294,-0.512914965611847,-0.492601599742925,-0.699479412947296,-0.624023402994624
0,0,0,0,0,0.258736117542163,-0.198490374744321,-0.202422228624628,0.220715128053813,0.0677944221795022,-0.0158847866317345,0.170370235799906,-0.533161834706569,2.3583879933807e-15,-0.302114265975932,-0.0974995322672604,0.0911658881814503,0.001197799333884,-0.345905890088557,-0.0717438231238238,-0.616227974339711,-0.00253968107437814,-0.324852581487304,-0.247704703148642,0.00473578906743073,0.041910865864478,-0.322397466345047,0.268206025707156,-0.370663812208275,0.125462238418278,0.27391803022185,-0.391997662545642,-0.199424281149249,-0.255477605600413,-0.236542455448248,-0.128858205910866,0.0558343216425856,0.235970858634313,0.0964775356284539,0.253096300615937
0,0,0,0,0,0,0.614261478841179,0.629534800616519,0.690690767696787,-0.0873813357806648,0.123986456132801,0.0882714165174542,0.31362488145923,1.86229101953253e-15,-0.166176728017725,-0.245364481422359,-0.127553443250445,0.548107917695592,-0.320019848468105,0.0882554802939628,0.2818905384253,0.235998338536279,-0.0665902148119514,0.0994039507838447,-0.294426632435514,-0.0850645292871598,0.401441655667302,-0.147316156955974,0.305790310572442,-0.460959969588522,0.0466952776504924,0.0463055936886314,0.136943990683957,0.293102794242707,0.103444508431796,-0.0092317056411967,0.063462374755855,0.0223381728712576,0.00341187412855712,-0.000571473199926701
0,0,0,0,0,0,0,0.325097820788073,0.417679520746376,-0.493678208360665,-0.267726329043158,-0.310758302547197,-0.0711693048222126,1.11936014106803e-15,0.487699320081496,0.549514048754541,0.49607102691499,0.113724412034734,0.41271186417539,0.136005953862265,-0.0868925812390992,0.223063373277745,-0.480822606688114,0.0375757529529162,0.0873397736726742,0.116656993886752,0.464355203867675,0.233902105962624,0.362982450088759,-0.300881402357769,0.0712261820901696,0.437021645348336,-0.146271362524508,-0.362500801258952,-0.238579268397101,-0.165065154863286,-0.170425301907706,-0.242124116489799,-0.258264113135898,-0.0562662295642771
0,0,0,0,0,0,0,0,0.13686277032341,-0.247756236144152,-0.0358600562723533,0.0275656627290333,-0.0277257080940847,-1.00901317436727e-14,-0.070453890061925,-0.0498119234153494,0.322524925549268,-0.109971756484126,-0.00871195211239461,0.0101433406173186,-0.0842754869144416,-0.143798182828763,-0.00633303241937806,0.0576305419131189,-0.0173930321279486,-0.251683979833891,0.0605054628721466,-0.183326579066177,-0.0597911778222209,-0.180204990490546,0.300806332305716,0.116603037900897,-0.0765565447822703,-0.00944624600892716,0.173931226993788,0.0171871317432061,0.0749141740514179,-0.0871024781615092,0.130423383543847,-0.0249381032971419
0,0,0,0,0,0,0,0,0,0.377822857849884,0.25744305209857,0.187179038096264,-0.00679404514315888,-1.14435450640742e-14,0.190486972397157,0.223770583881828,-0.044430603427789,0.137395856561883,0.0473677709642856,-0.0976697834835178,0.142166621816682,0.10642291591642,-0.161936848121813,-0.0483196214486759,0.0836592007497699,0.0586420423388992,0.126666565517354,0.049467750653754,0.239177415418697,-0.166598240884717,-0.323002819975528,-0.158305594043496,0.1381817479909,-0.017263507529841,-0.166678433583418,0.0932683703472217,0.0810000878277843,0.201656584064794,-0.0250460697752325,0.201245771620568
