"tb3m","tb1y","tb2y","tb3y","tb5y","tb7y","tb10y","tb20y","tb30y","aaaboa","aaboa","aboa","bbbboa","aaadefault","aadefault","adefault","bbbdefault","sp500","sp500d","spmid","spmidd","spsmall","spsmalld","oil","gold","reitret","reitinc","ereit","ereitinc","mreitret","mreitinc","wage","aa1y","aa2y","aa3y","aa5y","aa7y","aa10y","aa20y","aa30y"
1,0.743022974053306,0.667938652687956,0.596850797597272,0.436231369944528,0.386339884445212,0.340552323295493,0.185505658845486,0.175145605417385,-0.0888576662442129,-0.175814812316485,-0.123378641700714,-0.153589462313559,-5.45934590285445e-17,-0.278653984243533,-0.234061540454976,-0.0651692222760649,0.328265919985864,-0.367485332083148,0.328923556606119,0.154377557955196,0.240406482297274,0.0174902172791159,0.141110565428425,-0.173435846823209,0.0318517567987117,-0.00718507140409558,0.0571767090569314,0.0809749420556071,0.0539863496667354,-0.0712059000527285,0.104290416396147,-0.322826880689251,-0.295387684550183,-0.337094011590272,-0.423389863212116,-0.405574652510454,-0.394310743667148,-0.263336734605042,-0.364115563678021
0,0.669265911300568,0.541888570724775,0.486009855899094,0.542890537743047,0.483798333157399,0.551827824801731,0.455833238701036,0.46642321596988,-0.0342460000987779,-0.143121442869688,-0.0639966566588911,-0.303217385786609,-4.06122849618169e-17,-0.0715800172719622,0.176213606527021,-0.178089059215757,0.215959486511327,0.101489631997029,0.344813021457911,0.0509048013677091,0.270766596389396,0.203090115884249,-0.0805258675829166,-0.0258597841494508,-0.0874394676237105,-0.182156379326594,-0.0523297948271588,-0.12619846340229,-0.317881061862995,-0.162112393318627,-0.0155884116001661,-0.0139949452144117,-0.0937992368312083,-0.092448457778174,-0.0645175773849753,-0.0502912698258292,-0.0499420049124847,-0.139370614038728,-0.125748009392452
0,0,0.510112471091678,0.514086594679492,0.489000668258389,0.510847090861868,0.381024179839598,0.360584813032959,0.334537869969108,-0.0603004583079329,-0.178986502575427,-0.112448089818124,-0.24516297219746,5.21732055322647e-16,0.179063157061438,0.032967368487334,0.0453483957102966,0.208671469853488,0.0906636369723456,0.306901859975549,-0.0390406115252627,0.282101047760093,0.0621905294601467,0.0954478592484567,-0.166216214061715,0.0263475470269452,-0.024050870447831,0.0188680288074061,0.0309647512481687,0.0891605255901546,0.0223441580479695,0.103058407706052,-0.0271787899209694,-0.0578176205208031,-0.171564339683964,-0.0291883509776218,-0.101321397499549,-0.0796811542781367,-0.06226604724922,-0.0498493940943428
0,0,0,0.378521490205358,0.396276145567198,0.326862854296487,0.192898848352925,0.0949466101856341,0.09267449756064,0.0253313730452819,-0.0479896766509949,-0.200648512190012,-0.18470932304146,-7.55692008571792e-16,-0.0307749931899435,-0.00787829869653072,0.0572472332253262,0.114388754424201,0.0913895973155096,0.158432442710099,0.10882134602461,-0.00340654855874711,0.00909343357595805,0.0149534120536642,0.0358204268193689,0.0581212404235215,-0.0671094016881086,0.0460682613070318,0.0993468180931454,0.0422554829625953,-0.154134529776808,0.00966296118830681,-0.129574778175681,-0.280231783734976,-0.274561106116613,-0.105273594193233,-0.245747980561857,-0.242202205634315,-0.33001708418486,-0.103171009955395
0,0,0,0,0.344696415418901,0.35707935515484,0.288263135957031,0.302883583774515,0.287561614997362,-0.208982894671688,-0.307905395441766,-0.174309813280547,-0.337475149995093,-1.04226187091028e-16,-0.0595387817058572,-0.0114740829643645,-0.17298707956923,0.153856167043602,-0.130697651902508,-0.143726557380445,-0.0424551461136411,-0.0277221418726017,0.000434119613968389,0.0451625404955476,-0.266940754997719,0.0595646158567377,-0.0111362072044226,0.0783288098089628,-0.0707833495620706,-0.0184191457974818,0.0545273762406653,0.0754464292437334,-0.194362486712966,-0.326450298551694,-0.203446815366241,-0.16987074347635,-0.035289060041837,-0.0211481992468312,-0.26673776488451,-0.259012126977321
0,0,0,0,0,0.348383301669736,0.236814506016177,0.376629966286238,0.357451804364299,-0.0499718014555233,-0.018830129732821,0.0931896041743503,-0.205943153549998,-3.57250878412314e-16,-0.115074465395678,0.0223518235608613,0.120982821612399,-0.0688657386819409,-0.161177693966883,-0.0390898869543144,-0.131275950535644,-0.00649251238436927,-0.13057498233942,-0.0262369118368799,-0.00129924023761533,-0.16755698790789,-0.066714837778317,-0.158607854479791,-0.0438093894022075,-0.103900105733744,0.0621212220329887,-0.0720964048205596,0.0492725173810329,0.0418775067387841,0.220019657947253,0.194232843471435,0.0696710750728124,0.0673388289373189,0.164937699420665,0.0923645747553706
0,0,0,0,0,0,0.507881905311502,0.518292846617372,0.505898401206954,-0.31105353484992,-0.126187148231088,-0.211269132109392,0.113515581342638,-1.15713164712912e-16,0.0223236173036353,-0.0570941186619746,0.0100462799183083,0.08149257472826,-0.121458326382468,0.163077799394403,0.0750538248410363,0.277385435669191,0.194238065044492,0.0419436949761539,0.0412531145101479,0.0408628994787278,0.0574794577102722,0.0131366090908583,0.00720810481496928,-0.0305270177262389,0.0655390117866851,-0.0214689793118642,0.202924447670152,0.270777765801733,0.206643756073755,-0.0184111842525716,0.0163453810903791,6.02359391786702e-05,-0.0897680597485608,-0.0912326383075597
0,0,0,0,0,0,0,0.341396208497203,0.300469554934189,-0.288711887077265,-0.281399843426801,-0.307361511234207,-0.0170614352319047,1.62578097012759e-15,0.0513295360875628,-0.0176190101499026,0.0403055037103494,0.0392318750227568,-0.156342362754091,-0.163376616782948,0.113653016360616,-0.0678665159964043,-0.0528320611099639,0.197253637927865,-0.0628674328340825,-0.00437084256022199,-0.173856337653565,-0.0545074674990128,-0.158519757281086,0.0102336795981922,0.069924088429742,0.0891418898158078,0.0116630587827952,-0.178238851505803,-0.0987525776564106,-0.0841566428417029,-0.0691438145659861,-0.150650537101595,-0.143712034164042,-0.156441542231628
0,0,0,0,0,0,0,0,0.273112853810327,-0.215973687458355,-0.165382251239889,-0.173728822820833,-0.134002008429847,-2.20778406778356e-15,-0.0869681014412466,-0.0371456591105949,0.167400751085861,-0.157094285946204,0.0766867241948463,-0.0932342333811524,-0.30991067870528,0.0424329418489178,-0.0627951643573163,-0.114406986194974,0.0587486930786909,-0.00447217112158983,0.153902076850089,0.0720032405005528,0.089083509230217,0.0278140111935865,0.270329893154725,-0.0358121476110146,-0.134665824214081,-0.222177581027484,-0.186296926839893,-0.168670175144037,-0.0215954144957121,-0.00587965671742343,-0.0198626409463726,0.0581871667182476
0,0,0,0,0,0,0,0,0,0.844824942062903,0.490880412684158,0.555046192508233,0.297092111592958,3.12545445778315e-16,0.220005043564273,0.0693203761233076,0.00329081065512472,-0.202772891768198,0.00944046620285499,-0.247231979393402,0.237775603196347,-0.113159751305197,0.218804865581483,0.0787382074779336,0.0166970692506177,-0.168231347847389,0.254044100680189,-0.174175227002946,0.266527395890875,-0.284369779152916,0.015773511516331,0.174441371226968,0.326149473376625,0.235598181954189,0.215320909496506,0.350774657893869,0.380722964463262,0.458768846551687,0.241197407413227,0.349350671498958
0,0,0,0,0,0,0,0,0,0,0.675042209067253,0.345993188121339,0.122184843661404,4.17493890963844e-18,0.107241504142783,-0.0764304823385157,0.115538865121775,-0.0917766442979009,0.00193969712838618,-0.0814513045861148,0.0994528494074562,-0.208029332425791,-0.299409949311956,-0.169284620625141,0.0504574922673167,-0.226045020302019,0.203092891057744,-0.246406500878324,0.190474889707043,-0.23935577921706,0.0511147728608607,0.0155390562495096,0.0941307612755069,0.164559510623679,0.119928962113518,0.163843797320625,0.105589890718268,0.0477480770707014,0.26604722899032,0.114790065812816
0,0,0,0,0,0,0,0,0,0,0,0.540031958624015,0.191693426015514,-8.04451475158781e-16,0.181187246796246,0.125902575984463,-0.0362757010581831,-0.0529035287816155,-0.0925067074170869,-0.0524448428226732,0.124853168853546,-0.0728217599394336,-0.0426583386707046,0.0377096515895603,0.196793183041996,-0.0620276208308073,0.393035522970204,-0.106777533931563,0.27104319740216,-0.150910175495097,0.203811655306447,-0.0275690402023028,0.127221277059685,0.10237354586047,0.211997896123719,0.232202501951219,0.25200069969035,0.146231719823106,0.0903541412370094,0.140153882319772
0,0,0,0,0,0,0,0,0,0,0,0,0.68034724317635,-8.37618083683225e-17,-0.0293690755395788,-0.035304783658017,-0.141609470440594,-0.228005551961685,0.150085147589228,-0.0706310229674742,-0.0221058545799367,-0.256141961211182,-0.0518803861907529,0.0662496777842104,-0.0497713256522526,-0.157338987487799,0.024935872562663,-0.167123776920044,0.040534499614824,-0.0660077130718189,0.0735959464184076,-0.027671385791076,0.328942096932744,0.307711880923491,0.283374350325599,0.194936139150944,0.223053080231999,0.203313644455091,0.180382590640978,0.204853046891888
0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.56445722803897e-16,3.04186758978795e-16,8.14982656061055e-17,-3.11885892148741e-16,2.99529791845336e-16,2.23934586824948e-16,-8.99294271732816e-16,1.67984903894327e-16,-1.65134727784467e-16,-4.15418430020577e-16,6.8392378363751e-16,-4.73175023585893e-18,7.00541713126406e-16,-2.76193352262229e-17,7.02162895591565e-16,-1.45764946932205e-16,3.31049449590945e-16,-5.29942644392312e-16,-3.74883244934725e-16,-7.20822116020275e-16,-2.54993999128919e-17,-2.2058980348329e-16,2.4160965006726e-16,1.03367822230116e-16,-4.11891005296863e-16,2.41084924158866e-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87357867900941,0.462895418857804,0.140188093123187,-0.129424098297678,0.493585453710758,0.0453700424369021,0.0592337891827502,0.114538690626433,-0.0384958570691659,-0.031922473900526,0.0919914143509111,0.0948231787511414,0.0754566951202419,0.0940087452441943,0.168402431476712,-0.0250302815768723,-0.151615516254339,0.000669437973249427,0.0154477647418259,-0.0149750320746478,0.00788108426035328,0.0538824738441373,-0.0282511449978348,-0.0679183198358232,0.0380210242518659,0.0289116488205684
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815730856547117,0.0414887308756081,-0.321501755255416,0.00243333699563676,-0.0579825360258349,0.0547473785237331,-0.146439855735067,-0.0398437181638413,-0.038990494493991,-0.0604640338198821,-0.166660548762624,0.0801808279186572,-0.0918774601777885,0.0573290302193207,-0.108071047814058,0.0182746741622351,0.13894736597801,0.118497643094379,-0.0517442625032184,0.0432121488765359,0.180918030481706,0.190907404450802,0.245411172135755,0.160595179869955,0.284740322619305
